task,run,model_id,class_index,class_name,x,mean,sd,n_folds,n_folds_total,auc_mean,auc_sd,ovr_auc_macro_mean,legend
pascal_a,EXP-B1,M4,1,murmur,0.43,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.44,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.45,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.46,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.47,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.48,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.49,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.5,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.51,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.52,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.53,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.54,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.55,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.56,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.57,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.58,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.59,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.6,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
pascal_a,EXP-B1,M4,1,murmur,0.61,1.0,0.0,10,10,0.9321568627450981,0.024234571807495546,0.8803005993147863,murmur  AUC 0.932
